submitted_id	current_id	converted_id	current_symbol
unc-13-4A	FBgn0035756	FBgn0035756	unc-13-4A
Pros45	unknown ID	-	-
DptB	FBgn0034407	FBgn0034407	DptB
CG17325	FBgn0040993	FBgn0040993	CG17325
Pde1c	FBgn0264815	FBgn0264815	Pde1c
CG13343	FBgn0263697	FBgn0263697	Uba3
Lrrk	FBgn0038816	FBgn0038816	Lrrk
CG30185	FBgn0050185	FBgn0050185	CG30185
cwo	FBgn0259938	FBgn0259938	cwo
l(2)37Cb	FBgn0086444	FBgn0086444	l(2)37Cb
CG42353	FBgn0259699	FBgn0259699	CG42353
TRAM	FBgn0040340	FBgn0040340	TRAM
CG17600	FBgn0031195	FBgn0031195	CG17600
CG4406	FBgn0023545	FBgn0023545	CG4406
CG33936	FBgn0266410	FBgn0266410	CG45050
CG33936	FBgn0263750	FBgn0263750	CG43675
CG8043	FBgn0068229	FBgn0068229	Dyak\GE25894
CG8043	FBgn0037610	FBgn0037610	CG8043
CG1041	FBgn0037440	FBgn0037440	CG1041
l(2)05714	FBgn0010607	FBgn0010607	l(2)05714
CG6981	FBgn0036945	FBgn0036945	Ssk
CG5319	FBgn0262871	FBgn0262871	lute
HP4	FBgn0035829	FBgn0035829	HP4
CG14749	FBgn0033316	FBgn0033316	CG14749
Sep5	FBgn0026361	FBgn0026361	Sep5
CG16700	FBgn0030816	FBgn0030816	CG16700
CG4950	FBgn0036587	FBgn0036587	CG4950
CG8060	FBgn0034113	FBgn0034113	CG8060
CG5919	FBgn0038876	FBgn0038876	CG5919
CG17273	FBgn0027493	FBgn0027493	AdSS
CG3793	FBgn0028507	FBgn0028507	CG3793
Tsc1	FBgn0026317	FBgn0026317	Tsc1
Spt6	FBgn0028982	FBgn0028982	Spt6
pain	FBgn0060296	FBgn0060296	pain
Prx2540-2	FBgn0033518	FBgn0033518	Prx2540-2
CG6762	FBgn0030876	FBgn0030876	CG6762
CG10880	FBgn0031398	FBgn0031398	CG10880
CG9904	FBgn0040336	FBgn0040336	Seipin
th	FBgn0260635	FBgn0260635	th
CG33464	FBgn0264089	FBgn0264089	sli
MTF-1	FBgn0040305	FBgn0040305	MTF-1
CG14130	FBgn0036210	FBgn0036210	CG14130
CG7146	FBgn0038593	FBgn0038593	Vps39
CG14200	FBgn0031023	FBgn0031023	CG14200
CG4325	FBgn0026878	FBgn0026878	CG4325
mthl4	FBgn0034219	FBgn0034219	mthl4
MED9	FBgn0260401	FBgn0260401	MED9
spn-E	FBgn0003483	FBgn0003483	spn-E
fend	FBgn0030090	FBgn0030090	fend
CG8549	FBgn0035714	FBgn0035714	CG8549
Ku80	FBgn0041627	FBgn0041627	Ku80
CG42481	FBgn0259971	FBgn0259971	CG42481
Sp7	FBgn0037515	FBgn0037515	Sp7
Cpsf100	FBgn0027873	FBgn0027873	Cpsf100
CG33969	FBgn0053969	FBgn0053969	CG33969
CG5222	FBgn0036570	FBgn0036570	IntS9
CG4789	FBgn0030792	FBgn0030792	CG4789
pall	FBgn0036005	FBgn0036005	pall
CG3679	FBgn0027521	FBgn0027521	CG3679
TER94	FBgn0261014	FBgn0261014	TER94
CG17839	FBgn0036454	FBgn0036454	CG17839
CG1120	FBgn0035462	FBgn0035462	IntS10
CG13349	FBgn0033886	FBgn0033886	Rpn13
Egm	FBgn0086712	FBgn0086712	Egm
CG14301	FBgn0038632	FBgn0038632	CG14301
Galpha49B	unknown ID	-	-
CG9837	FBgn0037635	FBgn0037635	CG9837
CG15093	FBgn0034390	FBgn0034390	CG15093
hh	FBgn0004644	FBgn0004644	hh
CG13202	FBgn0033623	FBgn0033623	CG13202
CG31342	FBgn0051342	FBgn0051342	CG31342
CG8683	FBgn0031985	FBgn0031985	mon2
Ctr1B	FBgn0062412	FBgn0062412	Ctr1B
CG13124	FBgn0032156	FBgn0032156	CG13124
CG7277	FBgn0031713	FBgn0031713	CG7277
CG1703	FBgn0030321	FBgn0030321	CG1703
Gtp-bp	FBgn0010391	FBgn0010391	Gtp-bp
T-cp1	FBgn0003676	FBgn0003676	T-cp1
insc	FBgn0011674	FBgn0011674	insc
CG12717	FBgn0030420	FBgn0030420	CG12717
CG32815	FBgn0052815	FBgn0052815	CG32815
CG4266	FBgn0034598	FBgn0034598	CG4266
CG17556	FBgn0038462	FBgn0038462	CG17556
CG6028	FBgn0038924	FBgn0038924	CG6028
dock	FBgn0010583	FBgn0010583	dock
Her	FBgn0030899	FBgn0030899	Her
wmd	FBgn0034876	FBgn0034876	wmd
CG11398	FBgn0040366	FBgn0040366	CG11398
daw	FBgn0031461	FBgn0031461	daw
CG4030	FBgn0034585	FBgn0034585	Rbpn-5
mRpL1	FBgn0037566	FBgn0037566	mRpL1
CG10799	FBgn0068497	FBgn0068497	Dyak\GE12534
CG10799	FBgn0033821	FBgn0033821	CG10799
CG34325	FBgn0085354	FBgn0085354	CG34325
Sec61gamma	FBgn0031049	FBgn0031049	Sec61gamma
Pdp1	FBgn0016694	FBgn0016694	Pdp1
CG42399	FBgn0259818	FBgn0259818	CG42399
Rab14	FBgn0015791	FBgn0015791	Rab14
dup	FBgn0000996	FBgn0000996	dup
c12.1	FBgn0040235	FBgn0040235	c12.1
bin	FBgn0045759	FBgn0045759	bin
CG9815	FBgn0034861	FBgn0034861	CG9815
CG5522	FBgn0034158	FBgn0034158	CG5522
Mp20	FBgn0002789	FBgn0002789	Mp20
Syx6	FBgn0037084	FBgn0037084	Syx6
aur	FBgn0000147	FBgn0000147	aur
CG6707	FBgn0036058	FBgn0036058	CG6707
CG13993	FBgn0031776	FBgn0031776	CG13993
CG32444	FBgn0043783	FBgn0043783	CG32444
CG32444	FBgn0084362	FBgn0084362	Dsim\CG32444
CG18094	FBgn0032791	FBgn0032791	CG18094
CG32694	FBgn0052694	FBgn0052694	CG32694
CG32694	FBgn0068680	FBgn0068680	Dsim\CG32694
tan	FBgn0028980	FBgn0028980	tan
mRpS31	FBgn0036557	FBgn0036557	mRpS31
CG9603	FBgn0081892	FBgn0081892	Dpse\GA21907
CG9603	FBgn0040529	FBgn0040529	CG9603
hyx	FBgn0037657	FBgn0037657	hyx
Clic	FBgn0030529	FBgn0030529	Clic
l(2)09851	FBgn0022288	FBgn0022288	l(2)09851
SuUR	FBgn0025355	FBgn0025355	SuUR
Dp	FBgn0011763	FBgn0011763	Dp
CG42566	FBgn0260768	FBgn0260768	CG42566
CG1969	FBgn0039690	FBgn0039690	CG1969
RpS15Aa	FBgn0010198	FBgn0010198	RpS15Aa
CG8665	FBgn0260523	FBgn0260523	Dame\CG8665
CG8665	FBgn0032945	FBgn0032945	CG8665
CG42550	FBgn0266598	FBgn0266598	Kmn2
CG4858	FBgn0037011	FBgn0037011	CG4858
cry	FBgn0025680	FBgn0025680	cry
CG13826	FBgn0262975	FBgn0262975	cnc
Mec2	FBgn0030993	FBgn0030993	Mec2
CG14222	FBgn0031043	FBgn0031043	NAA20
arr	FBgn0000119	FBgn0000119	arr
CG32521	FBgn0052521	FBgn0052521	CG32521
CG3973	FBgn0083444	FBgn0083444	Dsim\CG3973
CG3973	FBgn0029881	FBgn0029881	pigs
Ddc	FBgn0000422	FBgn0000422	Ddc
l(2)35Bd	FBgn0001974	FBgn0001974	l(2)35Bd
Arc-p20	unknown ID	-	-
NtR	FBgn0029147	FBgn0029147	NtR
ken	FBgn0011236	FBgn0011236	ken
CG14984	FBgn0035480	FBgn0035480	CG14984
CG14722	FBgn0037943	FBgn0037943	CG14722
CG6860	FBgn0032633	FBgn0032633	Lrch
Miro	FBgn0039140	FBgn0039140	Miro
CG32758	FBgn0052758	FBgn0052758	CG32758
CG31462	FBgn0266801	FBgn0266801	CG45263
CG2129	FBgn0030008	FBgn0030008	CG2129
pgant2	FBgn0031530	FBgn0031530	pgant2
CG13800	FBgn0266696	FBgn0266696	CG45186
santa-maria	FBgn0025697	FBgn0025697	santa-maria
CG5823	FBgn0038515	FBgn0038515	CG5823
Jheh2	FBgn0034405	FBgn0034405	Jheh2
Fim	FBgn0024238	FBgn0024238	Fim
meso18E	FBgn0040089	FBgn0040089	meso18E
CG15473	FBgn0029719	FBgn0029719	CG15473
CG7589	FBgn0036727	FBgn0036727	CG7589
CG31279	FBgn0051279	FBgn0051279	CG31279
CG34216	FBgn0085245	FBgn0085245	CG34216
CG8177	FBgn0036043	FBgn0036043	CG8177
CG8177	FBgn0084676	FBgn0084676	Dmir\CG8177
CG10463	FBgn0032819	FBgn0032819	CG10463
Rac2	FBgn0014011	FBgn0014011	Rac2
CG9153	FBgn0035207	FBgn0035207	CG9153
gcl	FBgn0005695	FBgn0005695	gcl
aPKC	FBgn0261854	FBgn0261854	aPKC
CG17249	FBgn0035249	FBgn0035249	CG17249
CG31150	FBgn0265048	FBgn0265048	cv-d
RpS19b	FBgn0039129	FBgn0039129	RpS19b
CycT	FBgn0025455	FBgn0025455	CycT
CG31637	FBgn0051637	FBgn0051637	CG31637
CG11505	FBgn0035424	FBgn0035424	CG11505
crn	FBgn0000377	FBgn0000377	crn
Cbp20	FBgn0022943	FBgn0022943	Cbp20
Ent1	FBgn0031250	FBgn0031250	Ent1
CG7995	FBgn0035266	FBgn0035266	Gk
Ptpa	FBgn0016698	FBgn0016698	Ptpa
CG11779	FBgn0083693	FBgn0083693	Dmei\CG11779
CG11779	FBgn0083503	FBgn0083503	Dpsp\CG11779
CG11779	FBgn0083841	FBgn0083841	Dbip\CG11779
CG11779	FBgn0083357	FBgn0083357	Dvar\CG11779
CG11779	FBgn0083648	FBgn0083648	Dmpl\CG11779
CG11779	FBgn0038683	FBgn0038683	CG11779
CG11779	FBgn0083593	FBgn0083593	Dpbp\CG11779
CG11779	FBgn0083662	FBgn0083662	Dmmm\CG11779
CG11779	FBgn0083624	FBgn0083624	Dnin\CG11779
CG11779	FBgn0260711	FBgn0260711	Dana\CG11779
crol	FBgn0020309	FBgn0020309	crol
Pk92B	FBgn0014006	FBgn0014006	Pk92B
CG5455	FBgn0039430	FBgn0039430	CG5455
CG18869	FBgn0083458	FBgn0083458	Dsim\GD13807
CG18869	FBgn0042179	FBgn0042179	CG18869
mtTFB2	FBgn0037778	FBgn0037778	mtTFB2
Uch	FBgn0010288	FBgn0010288	Uch
CR42875	FBgn0262149	FBgn0262149	CR42875
sisA	FBgn0003411	FBgn0003411	sisA
kin17	FBgn0024887	FBgn0024887	kin17
MtnB	FBgn0002869	FBgn0002869	MtnB
CG12863	FBgn0033948	FBgn0033948	CG12863
Sap30	FBgn0030788	FBgn0030788	Sap30
CG31441	FBgn0051441	FBgn0051441	CG31441
FK506-bp1	FBgn0013269	FBgn0013269	FK506-bp1
CG5339	FBgn0034925	FBgn0034925	CG5339
Oseg6	FBgn0034452	FBgn0034452	Oseg6
neb	FBgn0004374	FBgn0004374	neb
CG14446	FBgn0262730	FBgn0262730	CG14446
Patr-1	FBgn0266053	FBgn0266053	Patr-1
CG14614	FBgn0266848	FBgn0266848	wap
CG8247	FBgn0033348	FBgn0033348	Spt
CG34163	FBgn0085192	FBgn0085192	CG34163
CG4398	FBgn0034126	FBgn0034126	CG4398
CG42342	FBgn0259244	FBgn0259244	CG42342
Rrp4	FBgn0034879	FBgn0034879	Rrp4
CG7175	FBgn0038584	FBgn0038584	mTerf5
chp	FBgn0000313	FBgn0000313	chp
l(1)G0193	FBgn0027280	FBgn0027280	l(1)G0193
Edc3	FBgn0036735	FBgn0036735	Edc3
Brf	FBgn0038499	FBgn0038499	Brf
Prx6005	FBgn0031479	FBgn0031479	Prx6005
snoRNA:Psi18S-1347a	FBgn0083054	FBgn0083054	snoRNA:Psi18S-1347a
l(3)70Da	unknown ID	-	-
pan	FBgn0085432	FBgn0085432	pan
HP1b	FBgn0096200	FBgn0096200	Dana\HP1B
HP1b	FBgn0150582	FBgn0150582	Dper\HP1B
HP1b	FBgn0264926	FBgn0264926	Dere\HP1B
HP1b	FBgn0218244	FBgn0218244	Dwil\HP1B
HP1b	FBgn0125272	FBgn0125272	Dgri\HP1B
HP1b	FBgn0030082	FBgn0030082	HP1b
HP1b	FBgn0137892	FBgn0137892	Dmoj\HP1B
HP1b	FBgn0080049	FBgn0080049	Dpse\HP1B
HP1b	FBgn0168643	FBgn0168643	Dsec\HP1B
HP1b	FBgn0233380	FBgn0233380	Dyak\HP1B
HP1b	FBgn0206148	FBgn0206148	Dvir\HP1B
HP1b	FBgn0264925	FBgn0264925	Dsim\HP1B
alien	FBgn0013746	FBgn0013746	alien
skpB	FBgn0026176	FBgn0026176	skpB
CG5569	FBgn0034919	FBgn0034919	CG5569
CG3894	FBgn0035059	FBgn0035059	CG3894
ns2		-	-
Wnt5	FBgn0010194	FBgn0010194	Wnt5
CG3091	FBgn0029608	FBgn0029608	CG3091
CG8709	FBgn0263593	FBgn0263593	Lpin
CG34189	FBgn0085218	FBgn0085218	CG34189
CG16890	FBgn0028932	FBgn0028932	CG16890
CG1347	FBgn0037363	FBgn0037363	Atg17
mei-38	FBgn0260986	FBgn0260986	mei-38
CG9305	FBgn0032512	FBgn0032512	CG9305
Gapdh2	FBgn0001092	FBgn0001092	Gapdh2
Idgf1	FBgn0020416	FBgn0020416	Idgf1
Rab11	FBgn0015790	FBgn0015790	Rab11
Topors	FBgn0267351	FBgn0267351	Topors
CG10671	FBgn0035586	FBgn0035586	CG10671
mkg-p	FBgn0035889	FBgn0035889	mkg-p
CG31116	FBgn0051116	FBgn0051116	ClC-a
Cct1	FBgn0041342	FBgn0041342	Cct1
Aos1	FBgn0029512	FBgn0029512	Aos1
CBP	FBgn0026144	FBgn0026144	CBP
RNaseX25	FBgn0010406	FBgn0010406	RNaseX25
Tis11	FBgn0011837	FBgn0011837	Tis11
Lim1	FBgn0026411	FBgn0026411	Lim1
CG14997	FBgn0035515	FBgn0035515	CG14997
CG2246	FBgn0039790	FBgn0039790	CG2246
CG17698	FBgn0040056	FBgn0040056	CG17698
CG11873	FBgn0039633	FBgn0039633	CG11873
CG31849	FBgn0051849	FBgn0051849	CG31849
CG8157	FBgn0034010	FBgn0034010	CG8157
CG9471	FBgn0037749	FBgn0037749	CG9471
CG9471	FBgn0068193	FBgn0068193	Dyak\GE24730
CG9471	FBgn0045579	FBgn0045579	Dsim\CG9471
CG17184	FBgn0037884	FBgn0037884	Arfip
CG14229	FBgn0031059	FBgn0031059	CG14229
CG9067	FBgn0033605	FBgn0033605	CG9067
CG3829	FBgn0035091	FBgn0035091	CG3829
botv	FBgn0027535	FBgn0027535	botv
CG1239	FBgn0037368	FBgn0037368	CG1239
mRpL15	FBgn0036990	FBgn0036990	mRpL15
D1	FBgn0000412	FBgn0000412	D1
Wwox	FBgn0031972	FBgn0031972	Wwox
nct	FBgn0039234	FBgn0039234	nct
CG2658	FBgn0024992	FBgn0024992	CG2658
DNApol-alpha60	FBgn0259676	FBgn0259676	DNApol-alpha60
CG12264	FBgn0032393	FBgn0032393	CG12264
Suv4-20	unknown ID	-	-
Slu7	FBgn0039626	FBgn0039626	Slu7
CG3448	FBgn0035996	FBgn0035996	CG3448
CG34131	FBgn0083967	FBgn0083967	Muted
heph	FBgn0011224	FBgn0011224	heph
Nep2	FBgn0027570	FBgn0027570	Nep2
CG8920	FBgn0027529	FBgn0027529	CG8920
scat	FBgn0011232	FBgn0011232	scat
CG30496	FBgn0050496	FBgn0050496	CG30496
CG8112	FBgn0037612	FBgn0037612	CG8112
CG6910	FBgn0068263	FBgn0068263	Dyak\GE21891
CG6910	FBgn0036262	FBgn0036262	CG6910
lectin-28C	FBgn0040099	FBgn0040099	lectin-28C
CG4747	FBgn0043456	FBgn0043456	CG4747
CG31712	FBgn0051712	FBgn0051712	CG31712
CG31712	FBgn0068335	FBgn0068335	Dyak\GE10160
Pi3K92E	FBgn0015279	FBgn0015279	Pi3K92E
snRNA:U2:34ABa	FBgn0004191	FBgn0004191	snRNA:U2:34ABa
CG30359	FBgn0050359	FBgn0050359	Mal-A5
Tsp42El	FBgn0033134	FBgn0033134	Tsp42El
Ank	FBgn0011747	FBgn0011747	Ank
NaPi-T	FBgn0016684	FBgn0016684	NaPi-T
CG33977	FBgn0053977	FBgn0053977	CG33977
Bmcp	FBgn0036199	FBgn0036199	Bmcp
Ca-alpha1T	FBgn0264386	FBgn0264386	Ca-alpha1T
CG5445	FBgn0068291	FBgn0068291	Dyak\GE17660
CG5445	FBgn0030838	FBgn0030838	CG5445
rhea	FBgn0260442	FBgn0260442	rhea
SP71	FBgn0036738	FBgn0036738	CG7542
SP71	FBgn0029128	FBgn0029128	tyn
tsr	FBgn0011726	FBgn0011726	tsr
CG7730	FBgn0036689	FBgn0036689	CG7730
Pgm	FBgn0003076	FBgn0003076	Pgm
CG11125	FBgn0033174	FBgn0033174	CG11125
DNApol-alpha180	FBgn0259113	FBgn0259113	DNApol-alpha180
CG31919	FBgn0264743	FBgn0264743	CG44001
CG31919	FBgn0264742	FBgn0264742	CG44000
png	FBgn0000826	FBgn0000826	png
CG31769	FBgn0051769	FBgn0051769	CG31769
CG12814	FBgn0037796	FBgn0037796	CG12814
scyl	FBgn0041094	FBgn0041094	scyl
rad50	FBgn0034728	FBgn0034728	rad50
CG8526	FBgn0037759	FBgn0037759	CG8526
CG4607	FBgn0029932	FBgn0029932	CG4607
CG4607	FBgn0068676	FBgn0068676	Dsim\CG4607
Rpn5	FBgn0028690	FBgn0028690	Rpn5
cos	FBgn0000352	FBgn0000352	cos
CG13606	FBgn0039161	FBgn0039161	CG13606
CG9330	FBgn0036888	FBgn0036888	CG9330
baz	FBgn0000163	FBgn0000163	baz
CG3603	FBgn0029648	FBgn0029648	CG3603
CG6776	FBgn0035904	FBgn0035904	GstO3
LamC	FBgn0010397	FBgn0010397	LamC
Mkp3	FBgn0036844	FBgn0036844	Mkp3
Pu	FBgn0003162	FBgn0003162	Pu
CG5869	FBgn0028894	FBgn0028894	CG5869
CG6404	FBgn0079562	FBgn0079562	Dpse\GA19566
CG6404	FBgn0027615	FBgn0027615	CG6404
sip1	FBgn0024191	FBgn0024191	sip1
CG15634	FBgn0031621	FBgn0031621	Elba3
CG12340	FBgn0045649	FBgn0045649	Dsim\CG12340
CG12340	FBgn0027499	FBgn0027499	wde
CG10990	FBgn0084465	FBgn0084465	Dmir\CG10990
CG10990	FBgn0030520	FBgn0030520	Pdcd4
CG1115	FBgn0037299	FBgn0037299	Vps37B
olf186-F	FBgn0041585	FBgn0041585	olf186-F
zfh1	FBgn0004606	FBgn0004606	zfh1
siz	FBgn0026179	FBgn0026179	siz
l(3)j2D3	FBgn0011335	FBgn0011335	l(3)j2D3
CG15237	FBgn0033104	FBgn0033104	CG15237
Fib	FBgn0003062	FBgn0003062	Fib
CG33177	FBgn0053177	FBgn0053177	CG33177
CG4764	FBgn0084168	FBgn0084168	Dsim\GD23074
CG4764	FBgn0085069	FBgn0085069	Dyak\GE17363
CG4764	FBgn0084537	FBgn0084537	Dere\GG24770
CG4764	FBgn0031310	FBgn0031310	Vps29
CG14757	FBgn0033274	FBgn0033274	CG14757
CG10732	FBgn0084796	FBgn0084796	Dmir\CG10732
CG10732	FBgn0036365	FBgn0036365	CG10732
CG7101	FBgn0030963	FBgn0030963	CG7101
RFeSP	FBgn0021906	FBgn0021906	RFeSP
CG12320	FBgn0038590	FBgn0038590	CG12320
Mnf	unknown ID	-	-
CG3773	FBgn0038692	FBgn0038692	CG3773
CG31793	FBgn0051793	FBgn0051793	CG31793
CG3618	FBgn0037028	FBgn0037028	CG3618
mge	FBgn0035473	FBgn0035473	mge
Ubc-E2H	FBgn0029996	FBgn0029996	Ubc-E2H
Cdc27	FBgn0012058	FBgn0012058	Cdc27
CG9498	FBgn0031801	FBgn0031801	CG9498
Atg13	FBgn0261108	FBgn0261108	Atg13
CG15814	FBgn0084664	FBgn0084664	Dsim\CG15814
CG15814	FBgn0030873	FBgn0030873	CG15814
conv	FBgn0261269	FBgn0261269	conv
btz	FBgn0045862	FBgn0045862	btz
Muc11A	FBgn0052656	FBgn0052656	Muc11A
ebi	FBgn0263933	FBgn0263933	ebi
lectin-21Ca	FBgn0040107	FBgn0040107	lectin-21Ca
CG10550	FBgn0039321	FBgn0039321	CG10550
CG5844	FBgn0038049	FBgn0038049	CG5844
CG5844	FBgn0068286	FBgn0068286	Dyak\GE26195
Eaat1	FBgn0026439	FBgn0026439	Eaat1
Kap3	FBgn0028421	FBgn0028421	Kap3
CG13091	FBgn0032055	FBgn0032055	CG13091
Mnn1	FBgn0031885	FBgn0031885	Mnn1
trol	FBgn0261451	FBgn0261451	trol
CG11874	FBgn0039634	FBgn0039634	alpha-Man-Ib
cdc14	FBgn0031952	FBgn0031952	cdc14
CG12010	FBgn0035443	FBgn0035443	CG12010
CG32756	FBgn0052756	FBgn0052756	CG32756
wun2	FBgn0041087	FBgn0041087	wun2
Gel	FBgn0010225	FBgn0010225	Gel
Ir31a	FBgn0051718	FBgn0051718	Ir31a
Hdac3	FBgn0025825	FBgn0025825	Hdac3
CG10559	FBgn0039323	FBgn0039323	CG10559
sqh	FBgn0003514	FBgn0003514	sqh
NK7.1	FBgn0024321	FBgn0024321	NK7.1
CG4301	FBgn0030747	FBgn0030747	CG4301
Prx2540-1	FBgn0033520	FBgn0033520	Prx2540-1
CG3164	FBgn0025683	FBgn0025683	CG3164
128up	FBgn0010339	FBgn0010339	128up
gd	FBgn0000808	FBgn0000808	gd
CG14613	FBgn0031188	FBgn0031188	CG14613
Orct	FBgn0019952	FBgn0019952	Orct
Krn	FBgn0052179	FBgn0052179	Krn
gatA	FBgn0260779	FBgn0260779	gatA
TfIIB	FBgn0004915	FBgn0004915	TfIIB
CG14937	FBgn0032377	FBgn0032377	CG14937
HERC2	FBgn0031107	FBgn0031107	HERC2
ImpL3	FBgn0001258	FBgn0001258	ImpL3
CG9139	FBgn0262937	FBgn0262937	Rabex-5
CG1983	FBgn0039751	FBgn0039751	CG1983
CG7600	FBgn0064766	FBgn0064766	CG7600
CG6967	FBgn0034187	FBgn0034187	CG6967
Cdk5	FBgn0013762	FBgn0013762	Cdk5
CG18004	FBgn0033566	FBgn0033566	CG18004
l(2)03709	unknown ID	-	-
CG1718	FBgn0031170	FBgn0031170	CG1718
CG1718	FBgn0084202	FBgn0084202	Dmir\CG1718
RpA-70	FBgn0010173	FBgn0010173	RpA-70
CG31272	FBgn0051272	FBgn0051272	CG31272
CG3420	FBgn0033100	FBgn0033100	CG3420
CG1134	FBgn0035483	FBgn0035483	Mul1
Pdsw	FBgn0021967	FBgn0021967	Pdsw
CG11253	FBgn0266709	FBgn0266709	Zmynd10
Vps16A	FBgn0261241	FBgn0261241	Vps16A
CG30381	FBgn0050381	FBgn0050381	CG30381
Hsc70-5	FBgn0001220	FBgn0001220	Hsc70-5
CG17528	FBgn0261387	FBgn0261387	CG17528
CG32061	FBgn0052061	FBgn0052061	CG32061
CG14945	FBgn0032402	FBgn0032402	CG14945
CG32686	FBgn0052686	FBgn0052686	CG32686
CG32772	FBgn0052772	FBgn0052772	CG32772
SH3PX1	FBgn0040475	FBgn0040475	SH3PX1
CG2147	FBgn0030025	FBgn0030025	CG2147
del	FBgn0086251	FBgn0086251	del
wds	FBgn0040066	FBgn0040066	wds
Catsup	FBgn0002022	FBgn0002022	Catsup
CG11164	FBgn0030507	FBgn0030507	CG11164
Chd3	FBgn0023395	FBgn0023395	Chd3
CG17264	FBgn0031490	FBgn0031490	CG17264
CG7971	FBgn0035253	FBgn0035253	CG7971
CG17598	FBgn0031194	FBgn0031194	CG17598
Cypl	FBgn0035141	FBgn0035141	Cypl
Prosalpha5	FBgn0016697	FBgn0016697	Prosalpha5
CG17028	FBgn0036552	FBgn0036552	CG17028
CG32598	FBgn0052598	FBgn0052598	betaNACtes6
CG13563	FBgn0034966	FBgn0034966	CG13563
sec3	unknown ID	-	-
CG10306	FBgn0034654	FBgn0034654	CG10306
CG10306	FBgn0068513	FBgn0068513	Dyak\GE12213
elm	FBgn0037358	FBgn0037358	elm
CG1657	FBgn0030286	FBgn0030286	CG1657
CG1657	FBgn0084663	FBgn0084663	Dmir\CG1657
endoA	unknown ID	-	-
CG5359	FBgn0037773	FBgn0037773	CG5359
CG6484	FBgn0261210	FBgn0261210	Dsec\CG6484
CG6484	FBgn0035665	FBgn0035665	Jon65Aiii
CG6484	FBgn0034247	FBgn0034247	CG6484
CG1091	FBgn0037470	FBgn0037470	CG1091
CG34432	FBgn0085461	FBgn0085461	CG34432
Cyp6d5	FBgn0038194	FBgn0038194	Cyp6d5
CG33138	FBgn0053138	FBgn0053138	AGBE
CG33138	FBgn0261219	FBgn0261219	Dsec\CG33138
xmas-1	FBgn0016080	FBgn0016080	xmas-1
DNApol-alpha50	FBgn0011762	FBgn0011762	DNApol-alpha50
CG34133	FBgn0083969	FBgn0083969	CG34133
CG3267	FBgn0042083	FBgn0042083	CG3267
CG17991	FBgn0039498	FBgn0039498	CG17991
CG1814	FBgn0033426	FBgn0033426	CG1814
Syn1	FBgn0037130	FBgn0037130	Syn1
form3	FBgn0053556	FBgn0053556	form3
CG33205	FBgn0264489	FBgn0264489	CG43897
CG10600	FBgn0032717	FBgn0032717	CG10600
CG9866	FBgn0031420	FBgn0031420	Atxn7
mib2	FBgn0086442	FBgn0086442	mib2
kek5	FBgn0031016	FBgn0031016	kek5
kis	FBgn0266557	FBgn0266557	kis
CG18011	FBgn0033491	FBgn0033491	CG18011
RpL22	FBgn0015288	FBgn0015288	RpL22
CG42489	FBgn0259992	FBgn0259992	CG42489
Nox	FBgn0085428	FBgn0085428	Nox
CG32154	FBgn0263608	FBgn0263608	l(3)72Dr
hth	FBgn0001235	FBgn0001235	hth
CG4080	FBgn0035983	FBgn0035983	CG4080
CG5130	FBgn0037000	FBgn0037000	ZnT77C
CG13690	FBgn0031252	FBgn0031252	CG13690
CG14834	FBgn0035768	FBgn0035768	CG14834
CG8412	FBgn0037743	FBgn0037743	CG8412
CG10221	FBgn0028475	FBgn0028475	Hrd3
CG13285	FBgn0035611	FBgn0035611	CG13285
jet	FBgn0031652	FBgn0031652	jet
CG3838	FBgn0032130	FBgn0032130	CG3838
CG32023	FBgn0052023	FBgn0052023	CG32023
CG18624	FBgn0075044	FBgn0075044	Dpse\GA15019
CG18624	FBgn0068361	FBgn0068361	Dyak\GE17501
CG18624	FBgn0029971	FBgn0029971	CG18624
nonA-l	FBgn0015520	FBgn0015520	nonA-l
CG1575	FBgn0029999	FBgn0029999	CG1575
l(3)76BDm	FBgn0260655	FBgn0260655	l(3)76BDm
AIF	FBgn0031392	FBgn0031392	AIF
CG31716	FBgn0051716	FBgn0051716	Cnot4
CG7519	FBgn0037087	FBgn0037087	CG7519
CG12111	FBgn0030050	FBgn0030050	CG12111
CG12111	FBgn0084862	FBgn0084862	Dsim\GD24567
gammaTub37C	FBgn0010097	FBgn0010097	gammaTub37C
orb2	FBgn0264307	FBgn0264307	orb2
Kap-alpha1	FBgn0024889	FBgn0024889	Kap-alpha1
Cyp4g15	FBgn0030304	FBgn0030304	Cyp4g15
CG1104	FBgn0037467	FBgn0037467	CG1104
Bka	FBgn0010520	FBgn0010520	Bka
CG31673	FBgn0051673	FBgn0051673	CG31673
Glt	FBgn0001114	FBgn0001114	Glt
CG2064	FBgn0033205	FBgn0033205	CG2064
CG8408	FBgn0030850	FBgn0030850	stas
CG31694	FBgn0051694	FBgn0051694	CG31694
RpL34a	FBgn0039406	FBgn0039406	RpL34a
U2af50	FBgn0005411	FBgn0005411	U2af50
phl	FBgn0003079	FBgn0003079	phl
CG7296	FBgn0032283	FBgn0032283	CG7296
CG15262	FBgn0028852	FBgn0028852	CG15262
Pink1	FBgn0029891	FBgn0029891	Pink1
Cyp4e3	FBgn0015035	FBgn0015035	Cyp4e3
CG9306	FBgn0032511	FBgn0032511	CG9306
